"day","aliveThatDay","diedThatDay","totalDeaths",
"1282","61","0","1981",
"1283","61","2","1983",
"1284","56","5","1988",
"1285","55","2","1990",
"1286","54","1","1991",
"1287","53","3","1994",
"1288","53","3","1997",
"1289","53","2","1999",
"1290","53","0","1999",
"1291","55","0","1999",
"1292","53","2","2001",
"1293","47","7","2008",
"1294","49","1","2009",
"1295","51","0","2009",
"1296","52","1","2010",
"1297","53","2","2012",
"1298","51","3","2015",
"1299","51","2","2017",
"1300","53","0","2017",
"1301","53","2","2019",
"1302","53","2","2021",
"1303","52","1","2022",
"1304","52","2","2024",
"1305","53","0","2024",
"1306","53","2","2026",
"1307","53","2","2028",
"1308","54","0","2028",
"1309","53","2","2030",
"1310","52","1","2031",
"1311","51","1","2032",
"1312","51","3","2035",
"1313","52","2","2037",
"1314","54","0","2037",
"1315","56","0","2037",
"1316","56","0","2037",
"1317","55","1","2038",
"1318","56","1","2039",
"1319","56","0","2039",
"1320","56","2","2041",
"1321","57","1","2042",
"1322","57","1","2043",
"1323","53","5","2048",
"1324","56","2","2050",
"1325","56","0","2050",
"1326","54","4","2054",
"1327","57","0","2054",
"1328","54","4","2058",
"1329","55","0","2058",
"1330","55","1","2059",
"1331","57","0","2059",
"1332","60","0","2059",
"1333","58","2","2061",
"1334","54","5","2066",
"1335","55","1","2067",
"1336","55","1","2068",
"1337","55","1","2069",
"1338","56","2","2071",
"1339","57","1","2072",
"1340","56","2","2074",
"1341","56","1","2075",
"1342","57","2","2077",
"1343","58","2","2079",
"1344","60","0","2079",
"1345","61","2","2081",
"1346","60","3","2084",
"1347","59","2","2086",
"1348","60","1","2087",
"1349","59","2","2089",
"1350","58","2","2091",
"1351","58","2","2093",
"1352","60","1","2094",
"1353","60","1","2095",
"1354","58","3","2098",
"1355","56","4","2102",
"1356","54","2","2104",
"1357","55","1","2105",
"1358","59","0","2105",
"1359","60","1","2106",
"1360","61","0","2106",
"1361","62","1","2107",
"1362","64","0","2107",
"1363","62","3","2110",
"1364","61","3","2113",
"1365","60","4","2117",
"1366","61","1","2118",
"1367","64","0","2118",
"1368","63","1","2119",
"1369","61","3","2122",
"1370","60","1","2123",
"1371","60","1","2124",
"1372","56","4","2128",
"1373","54","4","2132",
"1374","57","1","2133",
"1375","56","1","2134",
"1376","56","1","2135",
"1377","56","2","2137",
"1378","57","1","2138",
"1379","57","1","2139",
"1380","55","2","2141",
"1381","54","1","2142",
"1382","53","2","2144",
"1383","55","0","2144",
"1384","54","2","2146",
"1385","56","1","2147",
"1386","53","4","2151",
"1387","49","4","2155",
"1388","48","3","2158",
"1389","47","2","2160",
"1390","48","0","2160",
"1391","49","0","2160",
"1392","50","2","2162",
"1393","49","2","2164",
"1394","48","1","2165",
"1395","50","1","2166",
"1396","51","1","2167",
"1397","51","0","2167",
"1398","52","0","2167",
"1399","54","0","2167",
"1400","53","1","2168",
"1401","53","2","2170",
"1402","53","1","2171",
"1403","51","2","2173",
"1404","50","2","2175",
"1405","50","1","2176",
"1406","52","2","2178",
"1407","51","2","2180",
"1408","52","1","2181",
"1409","54","0","2181",
"1410","54","1","2182",
"1411","54","1","2183",
"1412","56","1","2184",
"1413","54","3","2187",
"1414","54","2","2189",
"1415","54","3","2192",
"1416","56","2","2194",
"1417","59","0","2194",
"1418","58","1","2195",
"1419","58","1","2196",
"1420","56","4","2200",
"1421","60","1","2201",
"1422","59","3","2204",
"1423","57","4","2208",
"1424","58","1","2209",
"1425","63","0","2209",
"1426","64","0","2209",
"1427","62","4","2213",
"1428","61","3","2216",
"1429","58","4","2220",
"1430","58","2","2222",
"1431","61","0","2222",
"1432","62","2","2224",
"1433","60","3","2227",
"1434","62","1","2228",
"1435","62","1","2229",
"1436","59","3","2232",
"1437","55","4","2236",
"1438","56","0","2236",
"1439","54","2","2238",
"1440","56","0","2238",
"1441","57","0","2238",
"1442","57","0","2238",
"1443","56","2","2240",
"1444","53","3","2243",
"1445","52","2","2245",
"1446","52","1","2246",
"1447","52","1","2247",
"1448","49","4","2251",
"1449","52","0","2251",
"1450","53","1","2252",
"1451","53","2","2254",
"1452","51","4","2258",
"1453","52","3","2261",
"1454","49","3","2264",
"1455","46","4","2268",
"1456","49","0","2268",
"1457","48","2","2270",
"1458","50","0","2270",
"1459","50","1","2271",
"1460","51","1","2272",
"1461","52","1","2273",
"1462","53","0","2273",
"1463","51","2","2275",
"1464","50","2","2277",
"1465","51","0","2277",
"1466","54","1","2278",
"1467","54","1","2279",
"1468","52","3","2282",
"1469","53","2","2284",
"1470","53","2","2286",
"1471","55","1","2287",
"1472","54","2","2289",
"1473","54","1","2290",
"1474","53","3","2293",
"1475","51","2","2295",
"1476","53","1","2296",
"1477","53","1","2297",
"1478","55","0","2297",
"1479","54","3","2300",
"1480","55","1","2301",
"1481","57","0","2301",
"1482","53","5","2306",
"1483","53","2","2308",
"1484","51","3","2311",
"1485","51","1","2312",
"1486","52","1","2313",
"1487","48","5","2318",
"1488","46","3","2321",
"1489","48","1","2322",
"1490","48","2","2324",
"1491","50","0","2324",
"1492","51","1","2325",
"1493","52","3","2328",
"1494","52","0","2328",
"1495","54","1","2329",
"1496","55","0","2329",
"1497","54","2","2331",
"1498","53","1","2332",
"1499","53","1","2333",
"1500","52","1","2334",
"1501","54","0","2334",
"1502","52","4","2338",
"1503","52","1","2339",
"1504","54","1","2340",
"1505","54","1","2341",
"1506","55","2","2343",
"1507","58","0","2343",
"1508","58","1","2344",
"1509","57","1","2345",
"1510","57","1","2346",
"1511","56","2","2348",
"1512","57","2","2350",
"1513","58","0","2350",
"1514","54","6","2356",
"1515","53","2","2358",
"1516","56","2","2360",
"1517","56","1","2361",
"1518","56","2","2363",
"1519","54","2","2365",
"1520","53","3","2368",
"1521","53","2","2370",
"1522","55","0","2370",
"1523","55","2","2372",
"1524","55","0","2372",
"1525","53","3","2375",
"1526","54","1","2376",
"1527","53","2","2378",
"1528","52","3","2381",
"1529","52","1","2382",
"1530","54","0","2382",
"1531","53","2","2384",
"1532","56","1","2385",
"1533","54","2","2387",
"1534","52","2","2389",
"1535","53","1","2390",
"1536","54","3","2393",
"1537","52","3","2396",
"1538","51","2","2398",
"1539","48","4","2402",
"1540","49","0","2402",
"1541","50","1","2403",
"1542","45","5","2408",
"1543","46","1","2409",
"1544","47","1","2410",
"1545","50","0","2410",
"1546","51","0","2410",
"1547","52","1","2411",
"1548","54","0","2411",
"1549","53","1","2412",
"1550","56","0","2412",
"1551","56","3","2415",
"1552","57","2","2417",
"1553","55","3","2420",
"1554","55","1","2421",
"1555","55","1","2422",
"1556","55","2","2424",
"1557","54","2","2426",
"1558","53","1","2427",
"1559","53","1","2428",
"1560","55","0","2428",
"1561","53","2","2430",
"1562","51","2","2432",
"1563","49","5","2437",
"1564","49","1","2438",
"1565","48","1","2439",
"1566","48","1","2440",
"1567","47","2","2442",
"1568","45","3","2445",
"1569","46","2","2447",
"1570","45","3","2450",
"1571","42","4","2454",
"1572","43","2","2456",
"1573","42","1","2457",
"1574","42","1","2458",
"1575","38","4","2462",
"1576","40","0","2462",
"1577","40","0","2462",
"1578","42","1","2463",
"1579","43","0","2463",
"1580","45","1","2464",
"1581","43","2","2466",
"1582","43","1","2467",
"1583","43","1","2468",
"1584","41","2","2470",
"1585","42","0","2470",
"1586","42","0","2470",
"1587","42","2","2472",
"1588","43","0","2472",
"1589","43","2","2474",
"1590","42","3","2477",
"1591","42","1","2478",
"1592","42","0","2478",
"1593","39","3","2481",
"1594","38","1","2482",
"1595","39","1","2483",
"1596","40","0","2483",
"1597","43","1","2484",
"1598","42","2","2486",
"1599","42","2","2488",
"1600","42","2","2490",
"1601","42","2","2492",
"1602","44","1","2493",
"1603","46","1","2494",
"1604","46","0","2494",
"1605","47","0","2494",
"1606","49","0","2494",
"1607","50","1","2495",
"1608","52","1","2496",
"1609","52","0","2496",
"1610","53","2","2498",
"1611","55","0","2498",
"1612","57","0","2498",
"1613","58","0","2498",
"1614","59","1","2499",
"1615","61","0","2499",
"1616","62","1","2500",
"1617","61","2","2502",
"1618","58","5","2507",
"1619","57","3","2510",
"1620","57","2","2512",
"1621","58","1","2513",
"1622","61","1","2514",
"1623","60","1","2515",
"1624","56","5","2520",
"1625","54","2","2522",
"1626","56","1","2523",
"1627","58","0","2523",
"1628","60","4","2527",
"1629","59","3","2530",
"1630","63","1","2531",
"1631","62","3","2534",
"1632","62","3","2537",
"1633","62","2","2539",
"1634","63","1","2540",
"1635","62","3","2543",
"1636","62","1","2544",
"1637","63","2","2546",
"1638","63","2","2548",
"1639","67","1","2549",
"1640","70","0","2549",
"1641","68","3","2552",
"1642","70","0","2552",
"1643","70","3","2555",
"1644","69","2","2557",
"1645","70","2","2559",
"1646","70","1","2560",
"1647","69","3","2563",
"1648","71","0","2563",
"1649","68","5","2568",
"1650","68","3","2571",
"1651","69","1","2572",
"1652","69","2","2574",
"1653","68","2","2576",
"1654","67","2","2578",
"1655","66","2","2580",
"1656","67","0","2580",
"1657","69","1","2581",
"1658","66","3","2584",
"1659","67","1","2585",
"1660","65","3","2588",
"1661","63","3","2591",
"1662","61","3","2594",
"1663","62","2","2596",
"1664","61","1","2597",
"1665","60","2","2599",
"1666","59","3","2602",
"1667","60","3","2605",
"1668","58","3","2608",
"1669","57","3","2611",
"1670","55","4","2615",
"1671","55","0","2615",
"1672","57","0","2615",
"1673","55","3","2618",
"1674","56","0","2618",
"1675","55","2","2620",
"1676","58","0","2620",
"1677","56","3","2623",
"1678","56","1","2624",
"1679","59","0","2624",
"1680","60","2","2626",
"1681","58","2","2628",
"1682","60","0","2628",
"1683","61","1","2629",
"1684","61","2","2631",
"1685","61","3","2634",
"1686","59","3","2637",
"1687","59","2","2639",
"1688","59","3","2642",
"1689","59","2","2644",
"1690","62","0","2644",
"1691","63","2","2646",
"1692","66","0","2646",
"1693","68","0","2646",
"1694","66","2","2648",
"1695","67","0","2648",
"1696","66","2","2650",
"1697","65","2","2652",
"1698","62","3","2655",
"1699","60","2","2657",
"1700","59","4","2661",
"1701","58","3","2664",
"1702","57","1","2665",
"1703","54","4","2669",
"1704","57","1","2670",
"1705","57","0","2670",
"1706","56","2","2672",
"1707","59","0","2672",
"1708","57","2","2674",
"1709","55","2","2676",
"1710","55","1","2677",
"1711","53","3","2680",
"1712","49","4","2684",
"1713","45","4","2688",
"1714","45","1","2689",
"1715","44","3","2692",
"1716","45","2","2694",
"1717","44","3","2697",
"1718","41","3","2700",
"1719","43","0","2700",
"1720","45","0","2700",
"1721","44","1","2701",
"1722","44","1","2702",
"1723","45","0","2702",
"1724","44","3","2705",
"1725","46","1","2706",
"1726","49","0","2706",
"1727","50","1","2707",
"1728","50","1","2708",
"1729","49","2","2710",
"1730","48","1","2711",
"1731","49","0","2711",
"1732","50","0","2711",
"1733","50","0","2711",
"1734","49","1","2712",
"1735","51","3","2715",
"1736","51","1","2716",
"1737","50","2","2718",
"1738","49","2","2720",
"1739","51","0","2720",
"1740","51","2","2722",
"1741","50","2","2724",
"1742","53","0","2724",
"1743","54","1","2725",
"1744","55","1","2726",
"1745","54","3","2729",
"1746","52","4","2733",
"1747","54","1","2734",
"1748","55","0","2734",
"1749","56","1","2735",
"1750","58","0","2735",
"1751","58","3","2738",
"1752","60","2","2740",
"1753","61","0","2740",
"1754","62","1","2741",
"1755","63","0","2741",
"1756","63","1","2742",
"1757","63","1","2743",
"1758","65","0","2743",
"1759","67","0","2743",
"1760","66","2","2745",
"1761","65","2","2747",
"1762","60","6","2753",
"1763","60","2","2755",
"1764","60","1","2756",
"1765","62","1","2757",
"1766","62","2","2759",
"1767","63","1","2760",
"1768","63","1","2761",
"1769","62","1","2762",
"1770","60","3","2765",
"1771","64","0","2765",
"1772","66","0","2765",
"1773","65","2","2767",
"1774","61","4","2771",
"1775","59","3","2774",
"1776","57","7","2781",
"1777","59","2","2783",
"1778","57","4","2787",
"1779","60","1","2788",
"1780","58","3","2791",
"1781","58","0","2791",
"1782","61","2","2793",
"1783","60","2","2795",
"1784","59","1","2796",
"1785","59","1","2797",
"1786","57","3","2800",
"1787","56","2","2802",
"1788","56","2","2804",
"1789","55","2","2806",
"1790","55","1","2807",
"1791","56","0","2807",
"1792","55","3","2810",
"1793","53","3","2813",
"1794","54","0","2813",
"1795","54","1","2814",
"1796","51","4","2818",
"1797","52","1","2819",
"1798","52","1","2820",
"1799","53","1","2821",
"1800","53","2","2823",
"1801","50","3","2826",
"1802","52","0","2826",
"1803","49","3","2829",
"1804","48","2","2831",
"1805","47","2","2833",
"1806","46","1","2834",
"1807","45","1","2835",
"1808","45","0","2835",
"1809","42","4","2839",
"1810","43","0","2839",
"1811","45","0","2839",
"1812","45","2","2841",
"1813","43","2","2843",
"1814","45","0","2843",
"1815","42","3","2846",
"1816","44","0","2846",
"1817","43","1","2847",
"1818","43","1","2848",
"1819","40","4","2852",
"1820","40","1","2853",
"1821","38","2","2855",
"1822","37","2","2857",
"1823","36","2","2859",
"1824","35","2","2861",
"1825","36","1","2862",
"1826","37","0","2862",
"1827","34","4","2866",
"1828","35","2","2868",
"1829","37","0","2868",
"1830","37","1","2869",
"1831","40","0","2869",
"1832","40","2","2871",
"1833","42","0","2871",
"1834","43","0","2871",
"1835","43","1","2872",
"1836","46","0","2872",
"1837","47","1","2873",
"1838","48","1","2874",
"1839","47","1","2875",
"1840","51","0","2875",
"1841","51","0","2875",
"1842","51","1","2876",
"1843","51","1","2877",
"1844","52","1","2878",
"1845","53","1","2879",
"1846","54","1","2880",
"1847","56","1","2881",
"1848","59","2","2883",
"1849","59","1","2884",
"1850","61","0","2884",
"1851","58","4","2888",
"1852","58","0","2888",
"1853","60","1","2889",
"1854","63","2","2891",
"1855","67","1","2892",
"1856","66","2","2894",
"1857","63","4","2898",
"1858","62","3","2901",
"1859","65","1","2902",
"1860","64","4","2906",
"1861","66","2","2908",
"1862","69","0","2908",
"1863","71","2","2910",
"1864","72","0","2910",
"1865","72","0","2910",
"1866","71","3","2913",
"1867","72","1","2914",
"1868","69","3","2917",
"1869","69","1","2918",
"1870","67","2","2920",
"1871","67","2","2922",
"1872","63","4","2926",
"1873","64","0","2926",
"1874","61","3","2929",
"1875","58","3","2932",
"1876","57","3","2935",
"1877","58","1","2936",
"1878","58","1","2937",
"1879","56","2","2939",
"1880","53","5","2944",
"1881","52","4","2948",
"1882","52","3","2951",
"1883","50","3","2954",
"1884","51","2","2956",
"1885","54","0","2956",
"1886","55","1","2957",
"1887","54","2","2959",
"1888","54","3","2962",
"1889","55","2","2964",
"1890","58","0","2964",
"1891","58","2","2966",
"1892","58","2","2968",
"1893","57","2","2970",
"1894","56","2","2972",
"1895","57","1","2973",
"1896","54","4","2977",
"1897","55","0","2977",
"1898","55","1","2978",
"1899","56","1","2979",
"1900","54","3","2982",
"1901","53","2","2984",
"1902","53","2","2986",
"1903","51","2","2988",
"1904","51","1","2989",
"1905","51","2","2991",
"1906","52","2","2993",
"1907","50","3","2996",
"1908","50","0","2996",
"1909","50","1","2997",
"1910","49","1","2998",
"1911","49","2","3000",
"1912","47","3","3003",
"1913","45","2","3005",
"1914","45","0","3005",
"1915","46","1","3006",
"1916","46","1","3007",
"1917","47","1","3008",
"1918","46","2","3010",
"1919","48","1","3011",
"1920","48","1","3012",
"1921","47","1","3013",
"1922","46","3","3016",
"1923","47","2","3018",
"1924","48","0","3018",
"1925","47","2","3020",
"1926","47","3","3023",
"1927","48","1","3024",
"1928","46","4","3028",
"1929","48","0","3028",
"1930","49","1","3029",
"1931","53","0","3029",
"1932","54","0","3029",
"1933","54","1","3030",
"1934","54","4","3034",
"1935","55","0","3034",
"1936","55","2","3036",
"1937","52","3","3039",
"1938","55","0","3039",
"1939","57","0","3039",
"1940","56","1","3040",
"1941","56","2","3042",
"1942","55","2","3044",
"1943","54","2","3046",
"1944","52","2","3048",
"1945","52","2","3050",
"1946","49","4","3054",
"1947","51","1","3055",
"1948","52","1","3056",
"1949","52","1","3057",
"1950","54","2","3059",
"1951","52","2","3061",
"1952","53","2","3063",
"1953","53","2","3065",
"1954","55","0","3065",
"1955","55","2","3067",
"1956","55","1","3068",
"1957","58","0","3068",
